dataset,target_language,repo,repo_url,pr_url,base_commit,head_commit,path,from_line,to_line,note,category,pr_files_changed,pr_lines_added,pr_lines_removed,pr_total_lines_changed,num_comments,repo_size_kb,repo_total_files,repo_python_files,repo_total_directories,repo_max_directory_depth
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy/weight_adapter/base.py,21,27,"The base class `WeightAdapterBase` defines `create_train` as a required classmethod (raises NotImplementedError). However, subclasses OFTAdapter, LoHaAdapter, BOFTAdapter, GLoRAAdapter, and LoKrAdapter do not implement this method. Only LoRAAdapter implements it. This will cause NotImplementedError when trying to call `create_train` on these adapter types. Consider either implementing the method in all subclasses or providing a default implementation in the base class.",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy/weight_adapter/base.py,48,48,"`WeightAdapterTrainBase` is an `nn.Module`; overriding `__call__` is risky because PyTorch `Module.__call__` wraps `forward()` (handles hooks, autocast, etc.). Defining `__call__` as abstract will bypass that machinery in subclasses. Prefer defining `forward(self, w)` as the abstract method instead, and let `__call__` remain from `nn.Module`.",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy/weight_adapter/base.py,128,129,"Possible shape logic issue: `up.reshape(up.size(0), up.size(1))` (and same for `down`) will fail for conv weights where `up`/`down` are 4D (out,in,kh,kw) unless `kh*kw == 1`. If the intent is to flatten the remaining dims, use `reshape(up.size(0), -1)` / `reshape(down.size(0), -1)` (or `.flatten(1)`) to be robust.

```suggestion
    up = up.reshape(up.size(0), -1)
    down = down.reshape(down.size(0), -1)
```",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy/weight_adapter/base.py,133,135,"There is an inconsistency in the expected input shapes between this function and `tucker_weight_from_conv`. 

`tucker_weight_from_conv` expects `up` to be `(out, rank)`. 
Here, `wa` (if it corresponds to the `up` matrix) is used as `(rank, out)` in the einsum (contracting on the first dimension `i`).

This implicit expectation of a transposed input for `wa` can be confusing. Consider aligning the expected shapes (e.g., expecting `(out, rank)` and using `""i j ..., r i -> r j ...""`) or adding documentation to clarify that `wa` expects a transposed shape.
",Maintainability and Readability,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy/weight_adapter/lora.py,18,18,"Design Flaw: Hardcoded indexing into unpacked tuple ('weights') reduces maintainability and increases risk of future mismatches if structure evolves. Prefer named attributes or stricter validation.
",Maintainability and Readability,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy_extras/nodes_train.py,46,51,"Incomplete error handling: If the RuntimeError is caught and logged, the 'loss' variable won't be defined, but loss.backward() on line 50 will still be executed, causing a NameError. Consider re-raising the exception after logging, or returning early if the error occurs.
",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy_extras/nodes_train.py,56,57,"Debug code commented out - consider removing or properly handling memory debugging functionality.
",Maintainability and Readability,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy_extras/nodes_train.py,111,112,"`load_and_process_images`: for resize_method == ""Pad"" you currently just `resize` (same as Stretch), which is logically incorrect (pad should preserve aspect ratio and add borders). Either implement true padding or rename option to avoid misleading behavior.

```suggestion
            elif resize_method == ""Pad"":
                # Preserve aspect ratio and pad to (w, h)
                img.thumbnail((w, h), Image.Resampling.LANCZOS)
                canvas = Image.new(""RGB"", (w, h), (0, 0, 0))
                canvas.paste(img, ((w - img.size[0]) // 2, (h - img.size[1]) // 2))
                img = canvas
```",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy_extras/nodes_train.py,346,346,Invalid default value 'bf32' specified for lora_dtype parameter; valid options are only 'bf16' and 'fp32'.,Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy_extras/nodes_train.py,402,403,"Potential error in existing_steps extraction: if filename doesn't match expected format 'trained_lora_10_steps_20250225_203716', this will raise ValueError when converting to int.
",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy_extras/nodes_train.py,508,508,"Training loop: `sigma = torch.tensor([sigma])` creates a CPU tensor by default. If the model runs on GPU, this can cause device mismatch errors. Create `sigma` on the same device as `encoded`/model (e.g., `device=encoded.device`).

```suggestion
                    sigma = torch.tensor([sigma], device=encoded.device)
```",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,comfy_extras/nodes_train.py,637,638,"Potential division by zero if min_loss equals max_loss (all loss values are the same).
",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/8446,4dcd698e489da69294ee01de0350a9a02e3e4b41,c7b25784b141a298d8ee5f0d830a29da6e8a3d54,folder_paths.py,404,425,"Potential issues in recursive folder listing:
1) `dirs` is unused; either use it (e.g., to filter) or replace with `_`.
2) `os.walk()` can raise `PermissionError`/`OSError` on unreadable dirs; current code only catches `FileNotFoundError`, so this may crash in real environments.
3) Consider preventing symlink loops (set `followlinks=False` explicitly, and/or prune `dirs` of symlinks) to avoid infinite traversal.
Suggestion: catch `(OSError, PermissionError)` and normalize output, and drop the unused `dirs` variable.

```suggestion
def get_input_subfolders() -> list[str]:
    """"""Returns a list of all subfolder paths in the input directory, recursively.

    Returns:
        List of folder paths relative to the input directory, excluding the root directory.
    """"""
    input_dir = get_input_directory()

    if not os.path.exists(input_dir):
        return []

    folders: list[str] = []
    try:
        for root, _, _ in os.walk(input_dir, followlinks=False):
            rel_path = os.path.relpath(root, input_dir)
            if rel_path != ""."":
                folders.append(rel_path.replace(os.sep, ""/""))
    except (OSError, PermissionError):
        return []

    return sorted(folders)
```",Code Defect,12,948,23,971,22,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6033,0bb60235132cc72daea81427107a40ba1ccb5ddf,6c0377f43e7b6ed58d48ae05cff9bc45b52ef5e0,api_server/routes/internal/internal_routes.py,43,43,"The function `get_logs` is redefined for the `/logs/raw` route, overwriting the previous definition for the `/logs` endpoint. Rename one handler function to prevent route collision and ensure both endpoints remain accessible.",Code Defect,9,12,18,30,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6033,0bb60235132cc72daea81427107a40ba1ccb5ddf,6c0377f43e7b6ed58d48ae05cff9bc45b52ef5e0,comfy/controlnet.py,824,824,"The format string has only one placeholder `{}`, but the argument list contains a trailing comma after `i`. This is a syntax issue - either remove the trailing comma or check if `j` was intended to be used here. Based on the context where `j` was removed from the format string, the trailing comma should be removed.

```suggestion
            prefix_replace[""adapter.body.{}."".format(i)] = ""body.{}."".format(i * 2)
```",Maintainability and Readability,9,12,18,30,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6033,0bb60235132cc72daea81427107a40ba1ccb5ddf,6c0377f43e7b6ed58d48ae05cff9bc45b52ef5e0,comfy_extras/nodes_clip_sdxl.py,31,31,The added 'clip' key duplicates an existing key in the INPUT_TYPES dictionary.,Code Defect,9,12,18,30,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6033,0bb60235132cc72daea81427107a40ba1ccb5ddf,6c0377f43e7b6ed58d48ae05cff9bc45b52ef5e0,notebooks/comfyui_colab.ipynb,241,243,"The `time`, `socket`, `subprocess`, and `urllib.request` module imports were removed. However, if any of these modules are used in the code below (particularly `time` which is commonly used in threading functions with `time.sleep()`), this will cause a `NameError` at runtime.

Please verify that none of these removed imports are actually used in this code cell. Based on the similar pattern in the cell at line 287 where `time.sleep()` is used, this cell likely also uses `time.sleep()` and requires the `import time` statement.",Code Defect,9,12,18,30,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6033,0bb60235132cc72daea81427107a40ba1ccb5ddf,6c0377f43e7b6ed58d48ae05cff9bc45b52ef5e0,notebooks/comfyui_colab.ipynb,287,287,"The `time` module import was removed, but the code below still uses `time.sleep(0.5)` in the `iframe_thread` function. This will cause a `NameError: name 'time' is not defined` at runtime.

The import statement `import time` must be retained for this cell to function correctly.",Code Defect,9,12,18,30,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6033,0bb60235132cc72daea81427107a40ba1ccb5ddf,6c0377f43e7b6ed58d48ae05cff9bc45b52ef5e0,ruff.toml,7,10,"Switching from selecting only F401/F841 to selecting the entire `F` (Pyflakes) rule family will significantly broaden lint coverage (e.g., F821 undefined-name, F811 redefinition, etc.). If the repo still has known F821 violations (as hinted by the removed TODO), CI/lint may start failing unexpectedly. Consider either (1) enabling `F` but explicitly ignoring known-problematic rules for now (e.g., add `lint.ignore += [""F821""]`), or (2) keep a narrower select list until remaining violations are fixed. Also, add a trailing newline at EOF to satisfy POSIX/editor conventions and avoid diff noise.

```suggestion
    # The ""F"" series in Ruff stands for ""Pyflakes"" rules.
    # See: https://docs.astral.sh/ruff/rules/#pyflakes-f
    ""F"",
]

# If there are still legacy violations, consider temporarily ignoring specific rules:
# lint.ignore = [""ALL"", ""F821""]
```",Code Defect,9,12,18,30,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6033,0bb60235132cc72daea81427107a40ba1ccb5ddf,6c0377f43e7b6ed58d48ae05cff9bc45b52ef5e0,server.py,587,587,"Function name collision where `get_history` was redefined within the same scope. The second definition with `@routes.get(""/history/{prompt_id}"")` decorator incorrectly overwrote the original implementation.",Code Defect,9,12,18,30,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/9560,cfc312296c0b9f255bba6b4b2789ac7bbc66a7cb,a86aaa430183068e2a264495c802c81d05eb350a,server.py,57,57,"**Issue: Inconsistent case handling for file extensions**

The check for `.js`, `.css`, and `index.json` uses case-sensitive matching, while the image extension check on line 59 uses case-insensitive matching (`.lower().endswith()`). This means files like `script.JS` or `styles.CSS` will not get the intended `no-cache` header.

**Suggested Fix:**

```python
if request.path.lower().endswith(('.js', '.css')) or request.path.endswith('index.json'):
```

Or for complete consistency:

```python
if request.path.lower().endswith(('.js', '.css', 'index.json')):
```

This ensures all JavaScript and CSS files get the `no-cache` header regardless of case.",Code Defect,4,311,8,319,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/9560,cfc312296c0b9f255bba6b4b2789ac7bbc66a7cb,a86aaa430183068e2a264495c802c81d05eb350a,server.py,59,59,"Bug: `request.path` in aiohttp excludes the query string. So `request.path.lower().endswith(IMG_EXTENSIONS)` will be false for URLs like `/image.jpg?v=123` (common cache-busting pattern), meaning no Cache-Control header will be set. Your unit test `test_query_strings_ignored` would fail against this implementation. Consider using `request.path` (already no query) but ensure the request is constructed correctly, or explicitly parse `request.rel_url.path` / `request.raw_path` depending on intended behavior. If you want to ignore query strings while handling real requests, keep `request.path` and adjust tests; if you want to handle raw URLs with `?` included, use `request.raw_path` and split on `?`.",Code Defect,4,311,8,319,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/9560,cfc312296c0b9f255bba6b4b2789ac7bbc66a7cb,a86aaa430183068e2a264495c802c81d05eb350a,server.py,60,62,"The reviewer suggests modifying the image cache handling condition to exclude 304 responses by adding `and response.status != 304` to the IMG_EXTENSIONS check, rather than using a nested conditional for 304 status handling.",Maintainability and Readability,4,311,8,319,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/9560,cfc312296c0b9f255bba6b4b2789ac7bbc66a7cb,a86aaa430183068e2a264495c802c81d05eb350a,server.py,63,64,"Caching 404 responses for 1 hour (`ONE_HOUR`) is risky for image resources. If an image is generated shortly after a failed request (e.g., in a polling scenario or asynchronous generation), the client might continue to see the cached 404 error instead of the new image. Consider using `no-cache` or a much shorter duration for 404s.
",Code Defect,4,311,8,319,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/9560,cfc312296c0b9f255bba6b4b2789ac7bbc66a7cb,a86aaa430183068e2a264495c802c81d05eb350a,server.py,65,69,"The code contains redundant conditional logic for cache header assignment. Both successful responses (200-299) and permanent redirects (301/308) set identical ""public, max-age=86400"" cache headers but are handled in separate elif branches, creating unnecessary code duplication.",Maintainability and Readability,4,311,8,319,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/9560,cfc312296c0b9f255bba6b4b2789ac7bbc66a7cb,a86aaa430183068e2a264495c802c81d05eb350a,server.py,72,72,"The reviewer suggested unifying duplicate 'no-cache' header assignments across asset types to reduce code repetition, but the developer argued for maintaining asset-type-specific organization to preserve logical grouping and ease future modifications of cache rules per asset type.",Maintainability and Readability,4,311,8,319,7,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6542,b55c2247654476fbc744e572ba7a834fd9378745,832e3f5ca3c357e527fdf811502357bd2798425e,comfy/clip_model.py,109,109,"The DirectML branch for causal mask initialization fails to set uninitialized tensor values to negative infinity, causing blank image generation. Replace `torch.empty().triu_(1)` with `torch.full(..., -torch.finfo(x.dtype).max).triu_(1)` to properly initialize the mask.",Code Defect,3,13,2,15,2,86773,776,575,160,4
aacr_bench,python,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI/pull/6542,b55c2247654476fbc744e572ba7a834fd9378745,832e3f5ca3c357e527fdf811502357bd2798425e,comfy/model_management.py,993,998,"The logic in this function is unnecessarily verbose. Since `directml_enabled` is already a boolean variable, you can simply return it directly without using an if statement. Additionally, the `global` declaration is redundant here because you're only reading the variable, not modifying it.

```suggestion
def is_directml_enabled():
    return directml_enabled
```",Maintainability and Readability,3,13,2,15,2,86773,776,575,160,4
aacr_bench,python,browser-use/browser-use,https://github.com/browser-use/browser-use,https://github.com/browser-use/browser-use/pull/1482,0b21e50ca640581ecd46990475c8b223eaa05045,fa461585f1fc2d4a430e68e6c115a12f4936fe73,browser_use/browser/browser.py,82,83,"Typo: ""use to when"" should be ""use when"".
",Code Defect,5,113,20,133,9,30929,473,365,97,4
aacr_bench,python,browser-use/browser-use,https://github.com/browser-use/browser-use,https://github.com/browser-use/browser-use/pull/1482,0b21e50ca640581ecd46990475c8b223eaa05045,fa461585f1fc2d4a430e68e6c115a12f4936fe73,browser_use/browser/browser.py,290,292,"`self.config.chrome_remote_debugging_port` is typed as `int | None`. If it is `None`, `socket.connect_ex` will raise a `TypeError` because it expects an integer port. Suggest adding a check for `None` or ensuring it is a valid integer before using it here.
",Code Defect,5,113,20,133,9,30929,473,365,97,4
aacr_bench,python,browser-use/browser-use,https://github.com/browser-use/browser-use,https://github.com/browser-use/browser-use/pull/857,aab7b3bb54e2b15ee3b32ad7de74c91fc8b22f52,515b94225aa86c40dc2c20034055ab8bcc88c6ae,browser_use/browser/browser.py,283,283,"The hardcoding of `channel='chrome'` in the browser launch call is invalid for non-Chromium browsers (Firefox/WebKit), as the `channel` parameter is exclusively supported by Chromium-based browsers and will cause runtime errors if used with other browser types.",Code Defect,11,38,57,95,4,30929,473,365,97,4
aacr_bench,python,browser-use/browser-use,https://github.com/browser-use/browser-use,https://github.com/browser-use/browser-use/pull/857,aab7b3bb54e2b15ee3b32ad7de74c91fc8b22f52,515b94225aa86c40dc2c20034055ab8bcc88c6ae,docs/customize/agent-settings.mdx,95,95,"Documentation inconsistency: The import statement has been updated to use `patchright.async_api`, but the surrounding documentation text still references 'Playwright' (e.g., line 91 mentions 'A Playwright browser context' and lines 120-121 link to Playwright documentation). Consider updating these references to 'Patchright' for consistency, or add a note explaining that Patchright is a Playwright-compatible library being used in the codebase.
",Maintainability and Readability,11,38,57,95,4,30929,473,365,97,4
aacr_bench,python,browser-use/browser-use,https://github.com/browser-use/browser-use,https://github.com/browser-use/browser-use/pull/3172,72f1585f9add5b72e829eaee3b5bff684e0b08d3,e85a547378b236c9788802d28e816f10940a7e53,browser_use/llm/google/chat.py,202,202,"Hardcoded thinking_budget value of -1 overrides user-provided values, preventing users from controlling the thinking budget parameter as intended.",Code Defect,1,174,150,324,3,30929,473,365,97,4
